ResponseID,ResponseSet,Name,ExternalDataReference,Email,Status,StartDate,EndDate,Finished,confirmCode,Condition,Counterbalance,AccImp_Order,IDInst,FB,Term,Inst_SM,Fake1_SM,Fake1_3,Fake1_RT_1,Fake1_RT_2,Fake1_RT_3,Fake1_RT_4,Fake2_SM,Fake2_3,Fake2_RT_1,Fake2_RT_2,Fake2_RT_3,Fake2_RT_4,Fake3_SM,Fake3_3,Fake3_RT_1,Fake3_RT_2,Fake3_RT_3,Fake3_RT_4,Fake4_SM,Fake4_3,Fake4_RT_1,Fake4_RT_2,Fake4_RT_3,Fake4_RT_4,Fake5_SM,Fake5_3,Fake5_RT_1,Fake5_RT_2,Fake5_RT_3,Fake5_RT_4,Fake6_SM,Fake6_3,Fake6_RT_1,Fake6_RT_2,Fake6_RT_3,Fake6_RT_4,Fake7_SM,Fake7_3,Fake7_RT_1,Fake7_RT_2,Fake7_RT_3,Fake7_RT_4,Fake8_SM,Fake8_3,Fake8_RT_1,Fake8_RT_2,Fake8_RT_3,Fake8_RT_4,Fake9_SM,Fake9_3,Fake9_RT_1,Fake9_RT_2,Fake9_RT_3,Fake9_RT_4,Fake10_SM,Fake10_3,Fake10_RT_1,Fake10_RT_2,Fake10_RT_3,Fake10_RT_4,Fake11_SM,Fake11_3,Fake11_RT_1,Fake11_RT_2,Fake11_RT_3,Fake11_RT_4,Fake12_SM,Fake12_3,Fake12_RT_1,Fake12_RT_2,Fake12_RT_3,Fake12_RT_4,Real1_SM,Real1_3,Real_RT_1,Real_RT_2,Real_RT_3,Real_RT_4,Real2_SM,Real2_3,Real2_RT_1,Real2_RT_2,Real2_RT_3,Real2_RT_4,Real3_SM,Real3_3,Real3_RT_1,Real3_RT_2,Real3_RT_3,Real3_RT_4,Real4_SM,Real4_3,Real4_RT_1,Real4_RT_2,Real4_RT_3,Real4_RT_4,Real5_SM,Real5_3,Real5_RT_1,Real5_RT_2,Real5_RT_3,Real5_RT_4,Real6_SM,Real6_3,Real6_RT_1,Real6_RT_2,Real6_RT_3,Real6_RT_4,Real7_SM,Real7_3,Real7_RT_1,Real7_RT_2,Real7_RT_3,Real7_RT_4,Real8_SM,Real8_3,Real8_RT_1,Real8_RT_2,Real8_RT_3,Real8_RT_4,Real9_SM,Real9_3,Real9_RT_1,Real9_RT_2,Real9_RT_3,Real9_RT_4,Real10_SM,Real10_3,Real10_RT_1,Real10_RT_2,Real10_RT_3,Real10_RT_4,Real11_SM,Real11_3,Real11_RT_1,Real11_RT_2,Real11_RT_3,Real11_RT_4,Real12_SM,Real12_3,Real12_RT_1,Real12_RT_2,Real12_RT_3,Real12_RT_4,Pretest2,NeuFakeImp,Neu1_2,Neu1_RT_1,Neu1_RT_2,Neu1_RT_3,Neu1_RT_4,NeuRealImp,Neu3_2,Neu3_RT_1,Neu3_RT_2,Neu3_RT_3,Neu3_RT_4,Pretest1,CRT_Inst,CRT1_1,CRT1_1_RT_1,CRT1_1_RT_2,CRT1_1_RT_3,CRT1_1_RT_4,CRT1_2,CRT1_2_RT_1,CRT1_2_RT_2,CRT1_2_RT_3,CRT1_2_RT_4,CRT1_3,CRT1_3_RT_1,CRT1_3_RT_2,CRT1_3_RT_3,CRT1_3_RT_4,CRT3_1,CRT3_2,CRT3_3,CRT3_4,CRT_chk,Age,Sex,Education,English,Party,Party_TEXT,Social_Conserv,Economic_Conserv,POTUS2016,ClintonTrump,DemRep,SocialCircle_2,Media1,Media2,Media3_1,Media3_2,Media3_3,Media3_11,FB_F,SocialMedia_Chk,AccImp,AccImp_Friends,FNE_Inst,FNE_1,FNE_2,FNE_3,FNE_4,FNE_5,FNE_6,FNE_7,FNE_8,Theism1,Theism2_1,Theism2_2,Theism2_3,Theism2_4,note,Random,Google,Fabricate,Zipcode,Comments,Length
R_DiaDjUjn15GLDDb,Default Response Set,Anonymous, , ,0,11/30/2017,11/30/2017,1,498214,1,2,1,1,1, ,1,1,1,4.029,4.029,5.28,1,1,2,8.913,9.856,12.332,2,1,1,2.222,2.222,3.111,1,1,1,3.54,3.54,4.971,1,1,1,2.812,2.812,3.683,1,1,1,7.316,7.316,8.201,1,1,2,4.231,4.231,5.24,1,1,1,1.844,1.844,3.271,1,1,5,5.646,5.646,6.864,1,1,1,27.767,27.767,29.794,1,1,5,5.125,5.125,5.978,1,1,1,3.045,4.897,5.696,2,1,4,15.16,15.16,15.971,1,1,1,4.703,6.985,7.681,2,1,2,4.033,4.033,4.935,1,1,1,2.17,2.17,3.509,1,1,1,2.623,2.623,3.457,1,1,1,2.176,2.176,4.465,1,1,1,13.333,13.333,14.73,1,1,5,5.369,5.369,6.249,1,1,4,5.481,5.481,6.544,1,1,2,6.75,6.75,7.888,1,1,2,3.729,3.729,4.784,1,1,1,18.218,18.218,19.44,1,1, , , , , , ,1,3,12.548,12.548,13.251,1, ,1,8,3.804,3.804,10.969,1,50,10.172,10.172,12.645,1,39,31.337,31.337,38.081,1,2,8,Emily,1,3,31,1,5,1,3, ,2,3,3,1,1, ,1,2,1,2,2,1,5,2,5,3,1,1,2,2,1,1,1,2,2,4,1, , , ,1,2,2,3,78613,No,8 minutes
R_2zTiwrttDe8uW7K,Default Response Set,Anonymous, , ,0,11/30/2017,11/30/2017,1,569585,2,1,2,1,1, ,1,1,1,0.665,0.667,1.396,2,1,1,0.672,0.674,1.789,2,1,1,0.818,2.19,2.202,3,1,1,1.105,1.758,1.77,3,1,1,0.787,1.469,1.48,3,1,1,0.882,2.296,2.308,3,1,1,0.627,0.629,1.539,2,1,1,0.72,1.479,1.49,3,1,1,2.321,2.323,3.288,2,1,1,0.887,2.767,3.316,4,1,1,0.81,0.812,1.727,2,1,1,0.314,0.995,1.006,3,1,1,0.595,1.447,1.458,3,1,1,0.765,1.573,1.582,3,1,1,0.656,0.657,1.268,2,1,1,0.811,2.054,2.064,3,1,1,1.074,2.318,2.329,3,1,1,0.834,0.836,1.466,2,1,1,0.626,1.834,1.844,4,1,1,3.968,5.214,5.225,3,1,1,2.29,2.971,2.983,3,1,1,1.325,1.327,2.378,2,1,1,1.46,2.564,2.574,3,1,1,1.804,2.579,2.59,3, ,1,2,7.721,7.723,8.708,2, , , , , , ,1,1,4,5.122,5.122,8.461,1,20,2.579,3.281,6.677,2,39,8.316,8.316,11.362,1,first,8,Emily,3,1,23,2,3,1,1, ,1,1,5,1,1,85,2,2,2,3,2,1,5,2,5,4,1,3,3,4,4,4,5,4,4,4, , , ,1,1,2,2,2,30308,I accidentally answered 20 seconds for that printer question but meant to answer 10 but was stupid and hit 2 instead of one and noticed as I hit the next button! Woops.,5 minutes?
R_2dyJFnNVDCfTIRK,Default Response Set,Anonymous, , ,0,11/30/2017,11/30/2017,1,923824,2,2,2,1,1, ,1,1,1,8.704,8.704,11.997,1,1,2,5.634,5.634,7.209,1,1,1,4.026,4.026,5.08,1,1,1,7.979,7.979,11.244,1,1,1,2.802,2.802,9.408,1,1,2,13.337,13.337,15.42,1,1,6,4.732,4.732,5.993,1,1,6,5.136,5.136,9.744,1,1,5,2.68,5.249,6.418,2,1,1,5.662,6.995,7.339,2,1,6,5.772,7.105,9.325,3,1,5,4.973,4.973,6.184,1,1,1,9.288,9.288,10.668,1,1,2,20.545,22.161,23.341,3,1,5,4.18,4.18,5.413,1,1,1,3.881,3.881,4.872,1,1,2,4.499,4.499,6.058,1,1,5,2.366,2.366,4.958,1,1,5,4.752,7.628,9.186,2,1,1,5.99,5.99,7.459,1,1,5,5.754,5.754,7.017,1,1,4,12.757,12.757,14.205,1,1,2,5.221,6.772,7.223,2,1,2,6.019,6.019,9.028,1, , , , , , , ,1,1,9.574,9.574,15.152,1,1,1,8,3.168,3.168,9.831,1,10,1.387,27.564,38.688,4,20,1.471,1.471,11.542,1,2nd,7,June,27,3,20,1,3,1,1, ,2,4,1,1,1,76,2,2,4,4,3,4,5,1,5,4,1,4,4,5,3,5,4,5,4,1,1, ,1,1,1,2,2,1,23227,Very entertaining,10minutes
R_AnRi806F072huYF,Default Response Set,Anonymous, , ,0,11/30/2017,11/30/2017,1,789807,2,2,1,1,1, ,1,1,4,19.934,19.934,21.752,1,1,4,4.895,4.895,7.397,1,1,4,1.277,1.277,2.684,1,1,4,1.427,5.546,7.369,2,1,4,12.838,12.838,15.797,1,1,4,1.681,1.681,5.786,1,1,4,1.556,1.556,2.769,1,1,4,1.539,1.539,3.393,1,1,4,1.701,1.701,4.599,1,1,4,1.614,1.614,3.458,1,1,4,1.878,1.878,8.757,1,1,4,2.094,2.094,3.824,1,1,4,47.278,47.278,49.092,1,1,4,1.435,1.435,3.306,1,1,4,1.795,1.795,4.901,1,1,4,3.695,3.695,5.131,1,1,4,2.276,2.276,5.467,1,1,4,1.371,1.371,3.735,1,1,4,1.138,1.138,2.204,1,1,4,1.283,1.283,2.397,1,1,4,44.859,44.859,46.759,1,1,4,1.121,4.537,5.328,2,1,4,52.663,52.663,58.182,1,1,4,179.632,179.632,181.221,1, , , , , , , ,1,3,18.682,18.682,21.381,1,1,1,8,1.793,1.793,22.35,1,50,1.823,1.823,5.363,1,20,1.448,1.448,12.19,1,first,8,June,27,3,22,2,5,1,1, ,2,4,1,1,1,51,2,2,3,3,4,3,5,1,3,3,1,2,2,2,2,2,2,2,2,1,1, , , ,1,2,2,2,27705,no,15
R_1JUztZyNYvoGmbv,Default Response Set,Anonymous, , ,0,11/30/2017,11/30/2017,1,779804,2,2,2,1,1, ,1,1,5,6.099,8.003,8.822,2,1,5,3.96,3.96,4.869,1,1,6,6.825,7.569,8.24,2,1,2,14.801,14.801,15.832,1,1,6,4.75,4.75,5.749,1,1,4,10.698,10.698,11.492,1,1,4,5.246,7.19,8.073,3,1,6,6.389,6.389,7.319,1,1,6,4.815,4.815,5.537,1,1,5,13.949,13.949,14.791,1,1,5,4.364,5.98,6.687,2,1,4,9.797,10.541,11.618,2,1,6,3.322,3.322,3.998,1,1,2,3.085,6.492,7.286,4,1,4,4.892,4.892,5.727,1,1, ,7.227,7.227,8.551,1,1,2,4.244,6.845,8.04,3,1,4,5.072,5.072,5.827,1,1,3,6.243,7.46,8.335,2,1,3,4.624,4.624,5.73,1,1,6,10.808,10.808,11.717,1,1,4,9.971,9.971,11.869,1,1,2,3.914,4.85,5.716,2,1,1,4.647,4.647,6.217,1, , , , , , , ,1,1,16.116,16.116,17.647,1,1,1,8,9.994,25.441,27.499,5,50,21.202,21.202,24.396,1,20,12.741,12.741,14.903,1,first,7,june,27,3,26,2,3,1,3, ,3,3,5,2,1,15,2,2,1,2,3,1,4,1,2,1,1,2,1,2,2,3,2,1,1,1,1, , , ,1,2,2,2,63103,awesome,15 mins
R_1mQKOIxAyyR08sS,Default Response Set,Anonymous, , ,0,11/30/2017,11/30/2017,1,341168,2,1,1,1,1, ,1,1,3,2.847,6.37,9.78,4,1,5,9.122,10.65,13.855,3,1,2,7.496,11.312,11.956,4,1,5,9.48,11.499,12.342,6,1,3,10.023,13.073,17.059,6,1,3,17.96,20.324,21.833,5,1,5,7.755,12.135,18.673,7,1,1,6.326,7.513,9.72,3,1,4,11.721,13.569,18.203,3,1,4,16.323,20.22,21.014,4,1,6,12.073,13.973,14.62,4,1,6,8.131,9.752,10.834,3,1,2,18.999,21.796,22.925,5,1,3,10.457,11.669,12.896,5,1,4,10.971,12.95,16.765,4,1,1,3.425,5.874,6.667,4,1,1,11.606,17.422,18.532,6,1,3,4.118,13.857,15.149,4,1,3,12.125,14.288,15.289,5,1,3,6.803,8.239,9.848,4,1,4,7.754,12.303,12.775,4,1,3,10.452,11.92,13.057,4,1,3,10.609,17.492,17.994,5,1,3,13.315,16.294,16.899,8, ,1,1,2.217,16.62,17.659,6, , , , , , ,1,1,8,13.023,13.067,18.134,2,50,20.864,20.908,27.751,2,20,19.835,19.879,23.254,2,First,8,Emily,3,1, ,2,3,1,3, ,3,3,6,1,1,53,2,2,3,3,3,2,5,1,4,3,1,4,2,3,4,4,2,3,3,2,1,1, ,1,1,2,2,1,4619, ,6 minutes
R_1DvYKCNBC9tJwzX,Default Response Set,Anonymous, , ,0,11/30/2017,11/30/2017,1,9366,2,2,1,1,1, ,1,1,1,5.615,5.615,6.985,1,1,1,4.61,4.61,6.515,1,1,1,5.291,5.291,7.909,1,1,1,11.251,11.251,13.02,1,1,2,12.555,16.82,19.595,2,1,1,9.164,9.164,12.886,1,1,1,5.535,5.535,7.053,1,1,1,4.643,4.643,5.887,1,1,3,5.413,5.413,8.35,1,1,5,7.558,7.558,9.428,1,1,3,9.02,9.02,9.914,1,1,1,4.082,4.082,5.921,1,1,1,6.536,6.536,7.754,1,1,2,9.715,9.715,11.199,1,1,3,7.182,7.182,9.184,1,1,4,7.395,7.395,10.134,1,1,3,9.831,9.831,11.151,1,1,3,5.338,5.338,6.445,1,1,4,10.346,10.346,11.314,1,1,5,5.793,5.793,9.837,1,1,4,14.552,14.552,15.552,1,1,4,8.579,8.579,9.622,1,1,5,5.825,5.825,8.093,1,1,4,8.775,8.775,9.672,1, , , , , , , ,1,3,10.39,10.39,11.49,1,1,1,4,55.995,55.995,64.766,1,10,19.271,39.454,58.339,2,39,31.626,31.626,39.122,1,first,8,Emily,27,3,46,1,3,1,3, ,2,3,4,2,1,21,1,1,4,3,5,2,5,1,4,2,1,4,2,3,2,2,4,3,3,3,1, ,1, ,1,2,2,3,77058, ,15
R_2DTSgwK8U6kypff,Default Response Set,Anonymous, , ,0,11/30/2017,11/30/2017,1,669705,2,1,2,1,1, ,1,1,2,8.326,8.438,10.238,2,1,5,19.948,20.068,21.962,2,1,5,3.626,3.626,5.361,1,1,4,20.82,20.908,22.019,2,1,5,13.978,13.978,16.201,1,1,3,33.365,33.477,35.085,2,1,2,16.448,16.448,18.454,1,1,3,10.536,10.536,33.504,1,1,2,20.385,20.385,23.209,1,1,3,22.923,22.923,24.528,1,1,5,12.225,12.225,17.68,1,1,3,22.616,22.616,24.087,1,1,4,7.953,7.953,9.44,1,1,5,16.491,16.491,18.129,1,1,4,14.321,14.369,15.928,2,1,3,7.066,7.17,9.122,3,1,4,12.641,12.703,14.503,2,1,4,18.241,18.241,19.504,1,1,2,8.659,8.659,12.938,1,1,4,10.899,10.899,13.433,1,1,3,17.591,17.591,21.278,1,1,2,18.58,18.636,24.555,2,1,4,15.767,15.831,17.341,2,1,3,13.338,13.338,15.033,1, ,1,2,51.936,51.976,60.296,2, , , , , , ,1,1,8,4.134,4.134,26.95,1,50,1.864,1.864,11.897,1,20,9.831,9.831,13.697,1,1,8,Emily,9,2,37,2,5,1,2, ,4,4,2,2,2,75,2,2,2,3,4,2,5,1,4,2,1,2,2,2,2,2,1,1,1,1,1, , , ,1,2,2,1,30114,none,17 minutes
R_0eLcVMKAIv22nV7,Default Response Set,Anonymous, , ,0,11/30/2017,11/30/2017,1,798444,2,2,2,1,1, ,1,1,1,3.475,3.475,4.489,1,1,1,2.34,2.34,4.352,1,1,1,2.653,2.653,4.072,1,1,1,4.491,4.491,7.168,1,1,1,2.443,2.443,6.241,1,1,1,2.843,2.843,4.746,1,1,1,4.041,4.041,6.369,1,1,1,5.874,5.874,7.09,1,1,1,6.574,6.574,13.92,1,1,1,3.697,3.697,5.475,1,1,1,3.879,3.879,6.214,1,1,1,3.061,3.061,4.627,1,1,1,8.051,8.051,9.514,1,1,4,4.061,4.061,5.062,1,1,2,3.744,3.744,5.206,1,1,1,4.44,4.44,6.088,1,1,4,6.027,6.027,8.639,1,1,4,3.717,3.717,5.133,1,1,4,6.069,6.069,7.093,1,1,5,4.397,4.397,6.249,1,1,5,5.907,5.907,7.871,1,1,3,2.318,2.318,5.408,1,1,2,2.848,2.848,4.776,1,1,4,5.639,5.639,9.081,1, , , , , , , ,1,4,30.461,30.461,35.249,1,1,1,4,62.002,62.002,71.863,1,50,31.851,31.851,47.115,1,30,25.007,25.007,27.541,1,Second,8,Emily,27,2,35,1,6,1,1, ,2,4,1,1,1,70,2,1,4,4,2,1,5,1,5,2,1,2,2,2,3,3,2,2,3,3,1,1,1,1,1,2,2,3,30606,Depressing,10 minutes
R_3MLL2hHbE8nUzGW,Default Response Set,Anonymous, , ,0,11/30/2017,11/30/2017,1,804140,2,1,2,1,1, ,1,1,1,7.232,7.232,8.478,1,1,2,16.199,17.999,19.639,2,1,1,2.705,2.705,4.16,1,1,2,11.184,11.184,12.113,1,1,1,8.925,8.925,9.926,1,1,1,7.306,7.306,9.306,1,1,4,16.846,16.846,18.329,1,1,1,5.732,5.732,6.792,1,1,1,7.24,7.24,10.696,1,1,1,4.656,4.656,13.858,1,1,2,11.883,11.883,13.451,1,1,6,3.414,13.966,14.636,3,1,1,6.344,6.344,7.911,1,1,3,4.238,5.42,6.584,2,1,1,13.873,13.873,15.778,1,1,1,10.444,10.444,12.347,1,1,1,12.059,12.059,13.604,1,1,1,4.166,4.166,9.767,1,1,2,4.011,4.011,5.306,1,1,3,12.943,12.943,14.569,1,1,1,7.286,8.342,10.36,2,1,1,13.677,13.677,15.119,1,1,4,5.027,5.027,7.695,1,1,3,6.726,6.726,9.171,1, ,1,2,16.307,16.307,31.884,1, , , , , , ,1,1,8,1.574,18.904,28.826,2,10,1.324,1.324,29.548,1,20,1.444,1.444,40.32,1,second,8,Emily,3 cubic feet,2,24,2,5,1,3, ,2,3,4,1,1,84,2,2,1,2,3,2,4,1,5,5,1,5,5,3,3,4,4,5,5,1,1, , , ,1,2,2,2,75025, ,13 minutes
R_3J4oFMh2FwkQqlL,Default Response Set,Anonymous, , ,0,11/30/2017,11/30/2017,1,634648,1,1,1,1,1, ,1,1,2,7.503,7.503,9.435,1,1,2,10.676,10.676,12.294,1,1,1,6.655,6.655,9.373,1,1,2,11.501,11.501,13.525,1,1,2,6.714,6.714,8.838,1,1,2,16.487,16.487,18.614,1,1,2,6.226,6.226,8.213,1,1,2,5.398,5.398,7.606,1,1,2,9.212,9.212,11.758,1,1,2,6.618,6.618,8.242,1,1,2,8.208,8.208,9.722,1,1,1,7.025,7.025,9.632,1,1,2,7.357,7.357,9.097,1,1,2,5.383,5.383,7.432,1,1,2,4.934,4.934,6.995,1,1,2,50.44,50.44,51.872,1,1,2,7.275,7.275,8.842,1,1,2,5.424,5.424,6.982,1,1,2,5.835,5.835,7.463,1,1,2,5.469,5.469,7.111,1,1,2,12.745,12.745,14.404,1,1,2,13.828,13.828,15.692,1,1,2,8.718,8.718,10.704,1,1,2,7.857,7.857,9.582,1,1,1,2,20.28,20.28,23.594,1, , , , , , , ,1,4,34.189,34.189,39.755,1,10,3.72,3.72,42.17,1,39,17.172,17.172,24.142,1,second,8,emily,0,3,29,1,3,1,3, ,3,3,3,2,2,75,1,2,3,3,3,1,5,2,5,1,1,4,4,4,4,4,4,4,4,1,1, , , ,1,2,2,3,48060,no,20 minutes
R_vAIZjEjEo81ILNn,Default Response Set,Anonymous, , ,0,11/30/2017,11/30/2017,1,604115,2,2,1,1,1, ,1,1,1,5.976,7.412,8.887,2,1,6,7.101,28.825,30.102,3,1,5,6.188,17.942,19.244,2,1,6,11.796,13.384,14.388,2,1,3,10.531,15.643,17.207,2,1,1,18.985,27.544,29.445,3,1,6,17.936,41.439,42.408,4,1,6,5.647,7.292,8.317,2,1,6,6.454,7.896,8.852,2,1,6,50.77,56.228,57.617,3,1,6,6.072,16.347,17.784,3,1,6,9.864,17.922,59.31,3,1,5,14.111,21.129,22.318,2,1,1,7.938,16.37,17.771,2,1,4,9.361,13.107,14.429,2,1,1,9.078,11.749,13.464,2,1,1,5.142,6.628,8.179,2,1,1,7.004,8.535,9.877,2,1,1,11.689,13.746,20.566,2,1,2,6.381,8.838,10.538,2,1,5,6.905,18.464,20.144,2,1,6,9.413,19.092,21.451,3,1,6,8.305,9.667,10.589,2,1,3,4.698,7.712,8.905,2, , , , , , , ,1,2,10.221,24.056,25.147,3,1,1,8,5.157,5.157,87.612,1,50,21.014,21.014,23.851,1,20,11.896,11.896,15.14,1,1st,7,Emily,9,2,37,2,5,1,6,Just turned off by politics altogether now,3,3,1,1,1,75,2,1,3,2,1,2,1,2,5,3,1,1,2,1,1,1,1,1,1,1,1, , , ,1,2,2,1,10036,I didn't understand the question about randomly answering though.,20 minutes
R_1oqlNUd21bWJ8ez,Default Response Set,Anonymous, , ,0,11/30/2017,11/30/2017,1,304793,2,2,2,1,1, ,1,1,1,4.42,4.437,5.114,2,1,1,4.185,4.206,4.928,2,1,1,3.915,3.934,4.645,2,1,1,3.431,3.447,4.134,2,1,1,3.52,3.54,4.46,2,1,1,6.598,6.613,8.275,2,1,1,3.982,4.01,4.894,2,1,1,3.823,3.842,4.459,2,1,1,9.79,9.815,11.246,2,1,1,8.097,8.113,8.998,2,1,1,5.747,5.763,7.046,2,1,1,4.679,4.697,5.671,2,1,1,5.769,5.784,6.56,2,1,1,3.018,3.035,3.835,2,1,1,3.189,3.212,3.861,2,1,1,3.06,3.074,4.006,2,1,1,3.437,3.452,4.314,2,1,1,4.919,4.937,5.712,2,1,1,3.838,3.85,4.752,2,1,1,3.77,3.786,4.536,2,1,1,4.538,4.554,5.169,2,1,1,5.087,5.106,5.815,2,1,1,3.244,3.263,3.875,2,1,1,3.707,3.717,4.49,2, , , , , , , ,1,3,7.996,8.009,8.745,2,1,1,8,50.124,50.173,52.779,2,50,10.028,10.078,13.012,2,20,6.619,6.677,10.326,2,Second,7,Emily,3,3,29,2,5,1,3, ,4,2,5,1,2,47,2,2,1,1,1,1,5,2,5,2,1,2,2,2,3,3,2,2,2,1,1, , , ,1,2,2,1,94061,No,9 minutes
R_C1zBHk1ozlqoPYd,Default Response Set,Anonymous, , ,0,11/30/2017,11/30/2017,1,237936,1,1,1,1,1, ,1,1,2,6.042,6.042,6.854,1,1,2,0.999,0.999,2.097,1,1,2,0.986,0.986,1.737,1,1,2,0.672,0.672,1.752,1,1,2,1.181,2.38,3.145,3,1,2,1.652,1.652,3.443,1,1,2,1.157,1.157,2.265,1,1,4,0.792,5.332,5.819,3,1,2,1.512,1.512,2.188,1,1,5,0.857,7.046,8.339,5,1,4,0.934,10.18,11.282,2,1,2,0.996,2.02,2.764,2,1,2,0.807,0.807,1.775,1,1,2,0.803,0.803,1.787,1,1,2,0.954,0.954,1.888,1,1,2,1.22,1.22,2.251,1,1,2,0.814,0.814,2.071,1,1,2,0.777,1.125,1.801,2,1,2,1.291,1.291,1.933,1,1,2,1.029,1.029,1.691,1,1,2,1.09,1.09,2.567,1,1,2,0.846,0.846,2.336,1,1,2,0.962,0.962,1.888,1,1,2,1.161,2.179,2.455,2,1,1,2,14.483,15.795,16.779,2, , , , , , , ,1,4,2.239,51.649,57.694,4,10,1.611,19.975,53.347,5,39,1.224,10.344,22.937,12,2nd,8,Emily,0,3,21,1,3,1,1, ,2,2,5,1,1,90,2,2,3,3,2,3,5,2,4,4,1,4,1,3,2,2,2,3,2,2,1, , , ,1,2,2,3,12210,No,10 minutes
R_bqkO6IuLmyUoESJ,Default Response Set,Anonymous, , ,0,11/30/2017,11/30/2017,1,430701,2,1,1,1,1, ,1,1,3,8.338,12.776,13.541,4,1,2,3.932,8.377,9.167,4,1,2,5.697,7.956,9.225,3,1,1,3.39,8.18,9.507,4,1,1,5.216,7.186,8.543,2,1,1,6.457,7.958,9.011,2,1,2,14.446,18.789,20.222,4,1,4,5.033,8.815,9.787,3,1,5,4.023,5.367,6.447,2,1,4,5.748,10.703,11.371,5,1,2,6.798,9.027,10.395,2,1,5,7.2,7.2,8.753,1,1,4,6.657,9.719,11.093,3,1,1,3.86,5.265,6.811,2,1,2,6.353,8.843,10.048,3,1,2,4.866,6.568,7.825,2,1,3,6.739,8.219,9.639,2,1,3,4.499,8.014,9.07,4,1,4,2.227,9.727,11.007,2,1,2,4.831,8.018,9.858,2,1,4,8.301,9.52,10.827,2,1,4,4.448,12.263,13.26,3,1,4,5.179,7.129,8.609,2,1,3,4.52,6.203,7.872,2, ,1,1,2.745,13.38,14.704,4, , , , , , ,1,1,8,2.703,2.703,10.322,1,50,3.273,3.273,14.557,1,10,19.121,19.121,22.099,1,second,8,emily,9,2,25,1,5,1,3, ,2,3,3,1,1,32,1,2,4,4,4,2,5,1,4,2,1,4,3,4,2,4,2,3,4,1,1, , , ,1,2,2,3,44883,no,20 minutes
R_BRkkDgcDR1HyC2d,Default Response Set,Anonymous, , ,0,11/30/2017,11/30/2017,1,320296,1,1,2,1,1, ,1,1,1,5.681,6.252,7.101,3,1,1,48.742,50.92,51.803,5,1,1,6.309,6.901,7.605,3,1,1,0.826,1.34,2.132,3,1,1,4.655,5.369,6.348,3,1,1,7.226,7.843,10.085,3,1,1,6.525,7.901,8.644,5,1,1,0.805,1.377,2.413,3,1,1,1.323,2.004,4.568,3,1,1,18.572,19.758,20.882,3,1,1,0.816,1.396,2.188,3,1,1,1.199,1.946,3.996,3,1,1,1.452,2.188,3.182,3,1,1,2.992,4.181,5.327,4,1,1,3.572,5.338,5.537,4,1,1,32.253,32.945,33.986,3,1,1,3.273,5.196,6.634,4,1,1,0.668,2.861,3.933,5,1,1,3.813,5.073,5.895,4,1,1,0.694,1.995,2.824,5,1,1,0.943,2.384,3.326,5,1,1,4.035,4.639,5.535,3,1,1,0.727,1.355,2.213,3,1,1,1.032,2.819,3.709,6,1,1,1,6.273,14.571,15.29,4, , , , , , , ,1,4,4.74,97.162,101.276,8,10,25.095,87.354,88.1,5,39,108.183,114.051,115.462,11,2nd,8,Emily,0,3,31,2,3,1,3, ,1,1,1,1,1,51,1,2,2,4,3,1,4,2,5,2,1,4,3,3,4,4,4,3,4,4,1, , , ,1,2,2,1,87114,no,10 minutes
R_12RaqTE0c2lMzgT,Default Response Set,Anonymous, , ,0,11/30/2017,11/30/2017,1,512334,1,2,1,1,1, ,1,1,4,9.205,9.205,10.639,1,1,2,6.847,7.159,8.605,2,1,3,4.539,4.539,6.288,1,1,4,13.615,13.615,15.65,1,1,5,7.055,7.055,8.39,1,1,4,9.945,9.945,10.98,1,1,2,5.35,5.35,7.05,1,1,5,8.438,8.438,10.156,1,1,5,9.248,11.695,16.823,3,1,1,8.097,8.097,9.726,1,1,2,13.348,13.348,15.401,1,1,1,41.525,41.525,43.442,1,1,5,8.646,8.646,10.162,1,1,4,11.931,11.931,13.125,1,1,5,5.659,5.659,7.141,1,1,2,6.713,6.713,8.067,1,1,6,5.46,5.46,7.272,1,1,6,2.668,2.668,3.906,1,1,3,4.262,4.262,5.534,1,1,2,15.467,15.467,16.681,1,1,5,11.513,11.513,12.759,1,1,3,9.376,9.376,10.807,1,1,3,6.214,6.214,7.763,1,1,4,6.365,7.605,8.699,2,1, , , , , , ,1,3,14.71,14.71,16.013,1, ,1,8,8.199,8.199,10.894,1,50,1.539,1.539,11.533,1,20,7.349,7.349,9.756,1,1st,7,June,none,3,28,2,3,1,2, ,4,4,2,2,1,85,2,2,5,5,3,2,5,1,5,3,1,2,3,2,3,2,3,4,3,1,1, , , ,1,2,2,3,35563,No,10 minutes
